,Companies,Jobs,Locations,Easy_Apply,Rating,Summary
386,Microsoft,Principal Data Science Lead,"Redmond, WA",Not Easy Apply,4.2," Master’s Degree in data science, computer science or Engineering. Bachelor’s Degree or higher in data science, Statistics, Computer Science, Engineering."
387,"Amazon.com Services, Inc.","Data Scientist, Transportation Execution","Bellevue, WA",Not Easy Apply,3.6," Experience with data process: AWS technologies, SQL, and data pipelines. Experience with big data: extraction, processing, filtering, and presenting large…"
388,"Amazon.com Services, Inc.",Senior Data Scientist - Advertising Technology,"Seattle, WA",Not Easy Apply,3.6, Experience with owning and delivering data science solutions for an entire business application. Perform hands-on data analysis and modeling with very large…
389,KPMG,"Associate, Data Engineer","Seattle, WA",Not Easy Apply,4.0," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
390,Woot Services LLC,"Data Engineer, Woot!","Seattle, WA",Not Easy Apply,3.6," § Strong experience with ETL development, data modeling, data warehousing, MySQL, and databases in a business environment with large-scale, complex datasets."
391,Zulily,"Manager Software Engineering, Data & Machine Learning","Seattle, WA",Not Easy Apply,3.2," You will coach and mentor your data engineering team, work closely with Product Management, Machine Learning Engineering and Data Science colleagues to define,…"
392,"Amazon.com Services, Inc.",Data Engineer - Delivery Experience,"Seattle, WA",Not Easy Apply,3.6," Demonstrated strength in data modeling, ETL development, and Data warehousing. Keep up to date with advances in big data technologies and run pilots to design…"
393,"Amazon.com Services, Inc.","Data Engineer, Prime Video","Seattle, WA",Not Easy Apply,3.6," Experience in data mining structured and unstructured data (SQL, ETL, data warehouse, Machine Learning etc.). BS degree in math, statistics, computer science or…"
394,Unity Technologies,"Senior Data Scientist, AI@Unity","Bellevue, WA",Easy Apply,4.0," PhD or Masters in Data Science, Analytics, Statistics, Mathematics, Physics, Economics, Computer Science or another quantitative discipline, or equivalent…"
395,eBay Inc.,"Director, Marketing Data Science","Bellevue, WA",Not Easy Apply,3.9," Excellent understanding of computer science fundamentals, data structures, and algorithms. Manage team of Data Scientists and set the technical direction of the…"
396,"Amazon.com Services, Inc.","Data Engineer, Consumer Engagement","Seattle, WA",Not Easy Apply,3.6," 5+ years of relevant experience one of the following areas: data science, data engineering, business intelligence or business analytics."
397,Zulily,"Software Development Engineer, Big Data","Seattle, WA",Not Easy Apply,3.2," Ensure data quality and data governance, create/maintain data dictionary and related metadata. Analyze complex data systems and document data elements, data…"
398,"Amazon.com Services, Inc.","Senior Data Scientist, WW Operations Finance","Seattle, WA",Not Easy Apply,3.6," Degree in data science, mathematics, statistics, computer science, engineering, economics or related analytical field."
399,Outreach,"Full-Stack Software Engineer (Backend Focused), Data Workflow Team","Seattle, WA",Not Easy Apply,, The Data Workflow team at Outreach owns the data and data workflows that drive the Outreach product itself. The core challenges in the space revolve around data…
400,"Amazon.com Services, Inc.",Sr. Data Scientist - Demand Forecasting,"Seattle, WA",Not Easy Apply,3.6," Experience with processing, filtering, and presenting large quantities of data. We develop scalable and robust state-of-the-art algorithms that involve learning…"
401,Blue Origin,Data Engineer,"Kent, WA",Not Easy Apply,3.3," 5+ years of data engineering, ETL and/or data warehouse development. Experience with IoT / Smart Factory data collection and aggregation."
402,Zulily,Senior Data Scientist (Statistical & Predictive Modeling),"Seattle, WA",Not Easy Apply,3.2, PhD - Preferred Concentration: Data Science / Analytics. Develops program plans and road maps for Data Science. Experience with Spatial & Temporal Statistics.
403,Blue Origin,Sr. Data Engineer,"Kent, WA",Not Easy Apply,3.3," 5+ years of data engineering, ETL and/or data warehouse development. Experience with IoT / Smart Factory data collection and aggregation."
404,Liberty Mutual Insurance,"Director II, Data Science, GRM Product Design & Modeling Pricing Sophistication","Seattle, WA",Not Easy Apply,3.6, Maintain a knowledge of the latest developments in data science and identify ideas for application to business problems.
405,Seen by Indeed,Data Warehouse Engineer,"Seattle, WA",Not Easy Apply,,
406,Tredence Inc.,Data Scientist / Data Analytics,"Seattle, WA",Easy Apply,," Data analytics: 3 years (Preferred). We are looking for Data Scientist in Seattle, WA. for our company (Tredence). Hope you are doing well.*."
407,Triplebyte,Machine Learning Engineer,"Seattle, WA",Easy Apply,," For any company building software, this is crucial for success. Fields your work will touch on*. We have a novel dataset of candidate profiles and interview…"
408,Big Fish Games,Senior Data Analyst,"Seattle, WA",Not Easy Apply,3.6," The Data Science team is looking for a talented Lead Data Analyst to extract insights from player data, build visualizations that tell a story, partner with the…"
409,Seen by Indeed,Data Engineer,"Seattle, WA",Easy Apply,,
410,red violet,Data Scientist,"Seattle, WA",Easy Apply,2.0, Develop ETL systems and data pipelines to interface new data assets with our proprietary distributed data processing platform.
411,Avani Technology Solutions Inc,Data Engineer with testing,"Seattle, WA",Not Easy Apply,4.6," Role: Data Engineer with testing. 3 + years’ experience with 1 or more Databases like Oracle,SQL Server ( basic SQL Concepts,writing simple to medium PL/SQL…"
412,Microsoft,Research Intern - Privacy-Preserving Machine Learning,"Redmond, WA",Not Easy Apply,4.2," Working with large scale data sets. Privacy-preserving machine learning or differential privacy, especially for text data. Experience with one or more of:"
413,PwC,Sr. Data Scientist (PwC Labs),"Seattle, WA",Not Easy Apply,4.0, Our team focuses on unleashing data in products and mechanisms that make data insights accessible to all levels of users.
414,Unity Technologies,"Senior Data Scientist, AI@Unity","Bellevue, WA",Easy Apply,4.0," PhD or Masters in Data Science, Analytics, Statistics, Mathematics, Physics, Economics, Computer Science or another quantitative discipline, or equivalent…"
415,Puget Sound Energy,Senior Data Scientist,"Bellevue, WA",Not Easy Apply,3.8, Data mining and management experience. Experience working with customer and/or meter data. Complex data analysis to identify opportunities to improve our…
416,Fred Hutchinson Cancer Research Center,Data Analyst - Application Support Engineer III,"Seattle, WA",Not Easy Apply,4.2," This person will serve in a full-time role of data analyst/programmer, working as a lead data analyst. Providing research application of our clinical data…"
417,Microsoft,Software Engineer 2 (Data Engineer),"Redmond, WA",Not Easy Apply,4.2," BS or MS Degree in Computer Science or Data Science. Experience with telemetry and data mining eg: Azure Data Lake, Kusto, Hadoop and related big data systems."
418,Foursquare,"Software Engineer, Data","Seattle, WA",Easy Apply,4.5, Work with the Data Science team to bring machine learning models into production. You will build data processing infrastructure to derive insights from billions…
419,AnswerIQ,Machine Learning Engineer,"Bellevue, WA",Easy Apply,," Strong in problem solving, object oriented design, data structures, algorithms and other computer science fundamentals."
420,Banfield Pet Hospital,"Analyst,Veterinary Affairs","Vancouver, WA",Not Easy Apply,3.2," Bachelor’s Degree in Computer Science, Business Intelligence, Data Science, Data Analytics, Statistics required or the equivalent combination of education,…"
421,"Amazon.com Services, Inc.",Data Engineer-CS Operational Excellence,"Seattle, WA",Not Easy Apply,3.6," Improve upon the data ingestion models, ETLs, and alarming to maintain data integrity and data availability. Knowledge of data management fundamentals and data…"
422,Coding Dojo,Data Science Lead Instructor - Bellevue WA,"Bellevue, WA",Not Easy Apply,4.0," Deliver instruction on data science, data analytics, machine learning, Python, SQL, statistics, probability and data engineering. You are an education fanatic."
423,Facebook,Machine Learning Engineer (Conversational AI Group),"Seattle, WA",Not Easy Apply,4.2," MS degree in Computer Science or related quantitative field with 5+ years of similar experience, or Ph.D. degree in Computer Science or related quantitative…"
424,SADA,Senior Data Engineer,"Seattle, WA",Easy Apply,3.9," Engagements vary from being purely consultative to requiring heavy hands-on work and cover a diverse array of domain areas, such as data migrations, data…"
425,doxo,Data Analyst | Engineer - Paid Marketing,"Seattle, WA",Easy Apply,," Maintain and expand upon our paid marketing data ecosystem by maintaining our ETL process, consuming data from our Ad Partner APIs and merging marketing data…"
426,"Amazon.com Services, Inc.","Data Engineer, Global Exports","Bellevue, WA",Not Easy Apply,3.6," Knowledge of data management fundamentals and data storage principles. Demonstrated strength in data modeling, ETL development, and Data warehousing."
427,ActZero.ai,Machine Learning Engineer,"Seattle, WA",Easy Apply,," Develop data set processes for data modeling, mining and production. You will partner with our Data Scientists and Data Engineers to use this data to…"
428,"Amazon.com Services, Inc.",Data Engineer - AWS Product BI,"Seattle, WA",Not Easy Apply,3.6," Designing and planning for solutions in the various engineering subject areas as it relates to data storage and movement solutions: data warehousing, enterprise…"
429,P2 Solutions Group,AWS Data Engineer- Redshift & Tableau,"Seattle, WA",Easy Apply,4.0, Our client is looking for an operational support team for a Redshift based data mart feeding data to Tableau reporting.
430,Qualtrics,Software Engineer - Data Platform,"Seattle, WA",Not Easy Apply,4.3," We expect all of our contributors to have a bachelor's degree in Computer Science or a related field, and to be capable of demonstrating expertise in…"
431,Unity Technologies,"Machine Learning Intern (ML-Computer Vision), AI@Unity","Bellevue, WA",Easy Apply,4.0," Proficiency in data structures, algorithms, and software design. Implement state of the art computer vision models trained on synthetic data to solve common…"
432,Premise,Data Engineer,"Seattle, WA",Easy Apply,3.7," Proven track record of successful communication of data infrastructure, data models, and data solutions. Implement data pipelines for ETL and data modeling."
433,"Amazon.com Services, Inc.","Senior Data Scientist, WW Operations Finance","Seattle, WA",Not Easy Apply,3.6," Degree in data science, mathematics, statistics, computer science, engineering, economics or related analytical field."
434,doxo,Data Engineer,"Seattle, WA",Easy Apply,, Experience with AWS data technologies. BS/MS in Computer Science or Engineering. Ensure proper security and access control to analytics data.
435,JP Morgan Chase,AI Engineering - Machine Learning Engineer,"Seattle, WA",Not Easy Apply,3.9," Experience in big data technologies: Hadoop, Hive, Spark, Kafka. Experience in ETL pipelines, both batch and real-time data processing."
